EmpId,EmpShift,DeptId,Zone,DateTime,ToolScanTime,Img
EMP037,8:30,DEPT4,HQ,9/18/2023 8:29,0.53,HQ_20230918_EMP037
EMP052,8:30,DEPT4,HQ,9/18/2023 8:41,0.56,HQ_20230918_EMP052
EMP122,8:30,DEPT4,HQ,9/18/2023 8:32,0.52,HQ_20230918_EMP122
EMP087,8:30,DEPT4,HQ,9/18/2023 8:36,0.52,HQ_20230918_EMP087
EMP110,8:30,DEPT2,HQ,9/18/2023 8:32,0.61,HQ_20230918_EMP110
EMP091,8:30,DEPT4,HQ,9/18/2023 8:28,0.52,HQ_20230918_EMP091
EMP111,8:30,DEPT4,HQ,9/18/2023 8:29,0.47,HQ_20230918_EMP111
EMP135,8:30,DEPT1,HQ,9/18/2023 8:32,0.5,HQ_20230918_EMP135
EMP109,8:30,DEPT3,HQ,9/18/2023 8:42,0.5,HQ_20230918_EMP109
EMP076,8:30,DEPT2,HQ,9/18/2023 8:32,0.6,HQ_20230918_EMP076
EMP069,8:30,DEPT4,HQ,9/18/2023 8:33,0.6,HQ_20230918_EMP069
EMP092,8:30,DEPT4,HQ,9/18/2023 8:41,0.53,HQ_20230918_EMP092
EMP113,8:30,DEPT4,HQ,9/18/2023 8:31,0.54,HQ_20230918_EMP113
EMP067,8:30,DEPT3,HQ,9/18/2023 8:34,0.56,HQ_20230918_EMP067
EMP097,8:30,DEPT1,HQ,9/18/2023 8:35,0.5,HQ_20230918_EMP097
EMP049,8:30,DEPT1,HQ,9/18/2023 8:41,0.56,HQ_20230918_EMP049
EMP112,8:30,DEPT2,HQ,9/18/2023 8:36,0.54,HQ_20230918_EMP112
EMP123,8:30,DEPT4,HQ,9/18/2023 8:42,0.56,HQ_20230918_EMP123
EMP094,8:30,DEPT3,HQ,9/18/2023 8:36,0.52,HQ_20230918_EMP094
EMP100,8:30,DEPT1,HQ,9/18/2023 8:42,0.54,HQ_20230918_EMP100
EMP059,8:30,DEPT4,HQ,9/18/2023 8:35,0.49,HQ_20230918_EMP059
EMP042,8:30,DEPT1,HQ,9/18/2023 8:40,0.48,HQ_20230918_EMP042
EMP104,8:30,DEPT4,HQ,9/18/2023 8:45,0.52,HQ_20230918_EMP104
EMP070,8:30,DEPT2,HQ,9/18/2023 8:33,0.53,HQ_20230918_EMP070
EMP062,8:30,DEPT4,HQ,9/18/2023 8:37,0.51,HQ_20230918_EMP062
EMP056,8:30,DEPT2,HQ,9/18/2023 8:35,0.45,HQ_20230918_EMP056
EMP071,8:30,DEPT4,HQ,9/18/2023 8:44,0.54,HQ_20230918_EMP071
EMP081,8:30,DEPT3,HQ,9/18/2023 8:47,0.52,HQ_20230918_EMP081
EMP114,8:30,DEPT4,HQ,9/18/2023 8:36,0.53,HQ_20230918_EMP114
EMP117,8:30,DEPT3,HQ,9/18/2023 8:33,0.56,HQ_20230918_EMP117
EMP084,8:30,DEPT4,HQ,9/18/2023 8:46,0.52,HQ_20230918_EMP084
EMP083,8:30,DEPT3,HQ,9/18/2023 8:42,0.52,HQ_20230918_EMP083
EMP072,8:30,DEPT2,HQ,9/18/2023 8:40,0.61,HQ_20230918_EMP072
EMP055,8:30,DEPT2,HQ,9/18/2023 8:39,0.52,HQ_20230918_EMP055
EMP040,8:30,DEPT4,HQ,9/18/2023 8:41,0.51,HQ_20230918_EMP040
EMP046,8:30,DEPT3,HQ,9/18/2023 8:44,0.45,HQ_20230918_EMP046
EMP077,8:30,DEPT4,HQ,9/18/2023 8:40,0.54,HQ_20230918_EMP077
EMP045,8:30,DEPT4,HQ,9/18/2023 8:46,0.52,HQ_20230918_EMP045
EMP129,8:30,DEPT1,HQ,9/18/2023 8:47,0.53,HQ_20230918_EMP129
EMP133,8:30,DEPT2,HQ,9/18/2023 8:40,0.56,HQ_20230918_EMP133
EMP053,8:30,DEPT4,HQ,9/18/2023 8:41,0.52,HQ_20230918_EMP053
EMP126,8:30,DEPT4,HQ,9/18/2023 8:45,0.52,HQ_20230918_EMP126
EMP043,8:30,DEPT4,HQ,9/18/2023 8:41,0.61,HQ_20230918_EMP043
EMP039,8:30,DEPT3,HQ,9/18/2023 8:45,0.52,HQ_20230918_EMP039
EMP036,8:30,DEPT4,HQ,9/18/2023 8:42,0.47,HQ_20230918_EMP036
EMP134,8:30,DEPT3,HQ,9/18/2023 8:52,0.5,HQ_20230918_EMP134
EMP119,8:30,DEPT4,HQ,9/18/2023 8:48,0.5,HQ_20230918_EMP119
EMP068,8:30,DEPT3,HQ,9/18/2023 8:47,0.6,HQ_20230918_EMP068
EMP101,8:30,DEPT1,HQ,9/18/2023 8:43,0.6,HQ_20230918_EMP101
EMP099,8:30,DEPT3,HQ,9/18/2023 8:48,0.51,HQ_20230918_EMP099
EMP093,8:30,DEPT4,HQ,9/18/2023 8:51,0.45,HQ_20230918_EMP093
EMP061,8:30,DEPT4,HQ,9/18/2023 8:43,0.54,HQ_20230918_EMP061
EMP050,8:30,DEPT3,HQ,9/18/2023 8:52,0.52,HQ_20230918_EMP050
EMP132,8:30,DEPT2,HQ,9/18/2023 8:48,0.53,HQ_20230918_EMP132
EMP088,8:30,DEPT1,HQ,9/18/2023 8:43,0.56,HQ_20230918_EMP088
EMP090,8:30,DEPT4,HQ,9/18/2023 8:44,0.52,HQ_20230918_EMP090
EMP078,8:30,DEPT4,HQ,9/18/2023 8:44,0.52,HQ_20230918_EMP078
EMP085,8:30,DEPT2,HQ,9/18/2023 8:42,0.61,HQ_20230918_EMP085
EMP035,8:30,DEPT2,HQ,9/18/2023 8:45,0.52,HQ_20230918_EMP035
EMP103,8:30,DEPT4,HQ,9/18/2023 8:51,0.47,HQ_20230918_EMP103
EMP095,8:30,DEPT4,HQ,9/18/2023 8:46,0.5,HQ_20230918_EMP095
EMP079,8:30,DEPT4,HQ,9/18/2023 8:58,0.5,HQ_20230918_EMP079
EMP082,8:30,DEPT3,HQ,9/18/2023 8:56,0.6,HQ_20230918_EMP082
EMP108,8:30,DEPT4,HQ,9/18/2023 8:52,0.6,HQ_20230918_EMP108
EMP038,8:30,DEPT4,HQ,9/18/2023 8:52,0.53,HQ_20230918_EMP038
EMP044,8:30,DEPT3,HQ,9/18/2023 8:45,0.54,HQ_20230918_EMP044
EMP120,8:30,DEPT3,HQ,9/18/2023 8:53,0.56,HQ_20230918_EMP120
EMP086,8:30,DEPT3,HQ,9/18/2023 8:49,0.5,HQ_20230918_EMP086
EMP065,8:30,DEPT3,HQ,9/18/2023 8:56,0.56,HQ_20230918_EMP065
EMP143,9:30,DEPT4,HQ,9/18/2023 9:24,0.54,HQ_20230918_EMP143
EMP179,9:30,DEPT4,HQ,9/18/2023 9:16,0.56,HQ_20230918_EMP179
EMP161,9:30,DEPT4,HQ,9/18/2023 9:20,0.52,HQ_20230918_EMP161
EMP181,9:30,DEPT4,HQ,9/18/2023 9:25,0.54,HQ_20230918_EMP181
EMP153,9:30,DEPT3,HQ,9/18/2023 9:18,0.49,HQ_20230918_EMP153
EMP145,9:30,DEPT2,HQ,9/18/2023 9:24,0.48,HQ_20230918_EMP145
EMP192,9:30,DEPT3,HQ,9/18/2023 9:23,0.52,HQ_20230918_EMP192
EMP176,9:30,DEPT1,HQ,9/18/2023 9:36,0.53,HQ_20230918_EMP176
EMP157,9:30,DEPT2,HQ,9/18/2023 9:22,0.51,HQ_20230918_EMP157
EMP158,9:30,DEPT4,HQ,9/18/2023 9:32,0.45,HQ_20230918_EMP158
EMP162,9:30,DEPT2,HQ,9/18/2023 9:37,0.53,HQ_20230918_EMP162
EMP141,9:30,DEPT1,HQ,9/18/2023 9:25,0.51,HQ_20230918_EMP141
EMP178,9:30,DEPT4,HQ,9/18/2023 9:29,0.45,HQ_20230918_EMP178
EMP172,9:30,DEPT3,HQ,9/18/2023 9:27,0.54,HQ_20230918_EMP172
EMP148,9:30,DEPT4,HQ,9/18/2023 9:25,0.52,HQ_20230918_EMP148
EMP168,9:30,DEPT3,HQ,9/18/2023 9:37,0.53,HQ_20230918_EMP168
EMP164,9:30,DEPT4,HQ,9/18/2023 9:30,0.56,HQ_20230918_EMP164
EMP196,9:30,DEPT1,HQ,9/18/2023 9:39,0.52,HQ_20230918_EMP196
EMP155,9:30,DEPT4,HQ,9/18/2023 9:32,0.52,HQ_20230918_EMP155
EMP137,9:30,DEPT4,HQ,9/18/2023 9:36,0.61,HQ_20230918_EMP137
EMP199,9:30,DEPT1,HQ,9/18/2023 9:39,0.52,HQ_20230918_EMP199
EMP169,9:30,DEPT4,HQ,9/18/2023 9:31,0.51,HQ_20230918_EMP169
EMP147,9:30,DEPT4,HQ,9/18/2023 9:42,0.45,HQ_20230918_EMP147
EMP198,9:30,DEPT4,HQ,9/18/2023 9:40,0.54,HQ_20230918_EMP198
EMP160,9:30,DEPT3,HQ,9/18/2023 9:34,0.52,HQ_20230918_EMP160
EMP150,9:30,DEPT4,HQ,9/18/2023 9:28,0.53,HQ_20230918_EMP150
EMP190,9:30,DEPT3,HQ,9/18/2023 9:28,0.56,HQ_20230918_EMP190
EMP149,9:30,DEPT1,HQ,9/18/2023 9:43,0.52,HQ_20230918_EMP149
EMP140,9:30,DEPT2,HQ,9/18/2023 9:30,0.52,HQ_20230918_EMP140
EMP193,9:30,DEPT3,HQ,9/18/2023 9:38,0.61,HQ_20230918_EMP193
EMP185,9:30,DEPT1,HQ,9/18/2023 9:46,0.52,HQ_20230918_EMP185
EMP170,9:30,DEPT3,HQ,9/18/2023 9:40,0.47,HQ_20230918_EMP170
EMP195,9:30,DEPT4,HQ,9/18/2023 9:37,0.5,HQ_20230918_EMP195
EMP142,9:30,DEPT3,HQ,9/18/2023 9:41,0.5,HQ_20230918_EMP142
EMP167,9:30,DEPT2,HQ,9/18/2023 9:38,0.6,HQ_20230918_EMP167
EMP139,9:30,DEPT4,HQ,9/18/2023 9:44,0.6,HQ_20230918_EMP139
EMP163,9:30,DEPT3,HQ,9/18/2023 9:45,0.51,HQ_20230918_EMP163
EMP156,9:30,DEPT4,HQ,9/18/2023 9:33,0.45,HQ_20230918_EMP156
EMP189,9:30,DEPT4,HQ,9/18/2023 9:40,0.54,HQ_20230918_EMP189
EMP184,9:30,DEPT4,HQ,9/18/2023 9:37,0.52,HQ_20230918_EMP184
EMP173,9:30,DEPT4,HQ,9/18/2023 9:50,0.53,HQ_20230918_EMP173
EMP165,9:30,DEPT4,HQ,9/18/2023 9:51,0.56,HQ_20230918_EMP165
EMP154,9:30,DEPT2,HQ,9/18/2023 9:37,0.52,HQ_20230918_EMP154
EMP200,9:30,DEPT4,HQ,9/18/2023 9:44,0.52,HQ_20230918_EMP200
EMP146,9:30,DEPT4,HQ,9/18/2023 9:49,0.61,HQ_20230918_EMP146
EMP177,9:30,DEPT4,HQ,9/18/2023 9:38,0.52,HQ_20230918_EMP177
EMP183,9:30,DEPT3,HQ,9/18/2023 9:52,0.56,HQ_20230918_EMP183
EMP197,9:30,DEPT4,HQ,9/18/2023 9:47,0.5,HQ_20230918_EMP197
EMP175,9:30,DEPT2,HQ,9/18/2023 9:39,0.56,HQ_20230918_EMP175
EMP171,9:30,DEPT4,HQ,9/18/2023 9:42,0.54,HQ_20230918_EMP171
EMP194,9:30,DEPT1,HQ,9/18/2023 9:50,0.56,HQ_20230918_EMP194
EMP159,9:30,DEPT2,HQ,9/18/2023 9:47,0.52,HQ_20230918_EMP159
EMP188,9:30,DEPT3,HQ,9/18/2023 9:49,0.54,HQ_20230918_EMP188
EMP152,9:30,DEPT1,HQ,9/18/2023 9:53,0.49,HQ_20230918_EMP152
EMP166,9:30,DEPT4,HQ,9/18/2023 9:53,0.48,HQ_20230918_EMP166
EMP144,9:30,DEPT4,HQ,9/18/2023 9:46,0.52,HQ_20230918_EMP144
EMP191,9:30,DEPT2,HQ,9/18/2023 9:43,0.53,HQ_20230918_EMP191
EMP174,9:30,DEPT4,HQ,9/18/2023 9:50,0.51,HQ_20230918_EMP174
EMP182,9:30,DEPT1,HQ,9/18/2023 9:51,0.45,HQ_20230918_EMP182
EMP151,9:30,DEPT3,HQ,9/18/2023 9:48,0.53,HQ_20230918_EMP151
EMP180,9:30,DEPT4,HQ,9/18/2023 9:55,0.51,HQ_20230918_EMP180
EMP138,9:30,DEPT1,HQ,9/18/2023 10:01,0.45,HQ_20230918_EMP138
EMP186,9:30,DEPT3,HQ,9/18/2023 10:00,0.54,HQ_20230918_EMP186
EMP187,9:30,DEPT4,HQ,9/18/2023 10:11,0.52,HQ_20230918_EMP187
EMP012,7:30,DEPT4,HQ,9/19/2023 7:14,0.45,HQ_20230919_EMP012
EMP013,7:30,DEPT3,HQ,9/19/2023 7:15,0.55,HQ_20230919_EMP013
EMP010,7:30,DEPT4,HQ,9/19/2023 7:14,0.56,HQ_20230919_EMP010
EMP011,7:30,DEPT3,HQ,9/19/2023 7:31,0.53,HQ_20230919_EMP011
EMP015,7:30,DEPT4,HQ,9/19/2023 7:21,0.46,HQ_20230919_EMP015
EMP018,7:30,DEPT4,HQ,9/19/2023 7:27,0.54,HQ_20230919_EMP018
EMP031,7:30,DEPT3,HQ,9/19/2023 7:27,0.51,HQ_20230919_EMP031
EMP016,7:30,DEPT4,HQ,9/19/2023 7:30,0.51,HQ_20230919_EMP016
EMP032,7:30,DEPT4,HQ,9/19/2023 7:25,0.54,HQ_20230919_EMP032
EMP021,7:30,DEPT4,HQ,9/19/2023 7:38,0.55,HQ_20230919_EMP021
EMP008,7:30,DEPT4,HQ,9/19/2023 7:29,0.48,HQ_20230919_EMP008
EMP024,7:30,DEPT1,HQ,9/19/2023 7:42,0.54,HQ_20230919_EMP024
EMP026,7:30,DEPT1,HQ,9/19/2023 7:31,0.5,HQ_20230919_EMP026
EMP019,7:30,DEPT2,HQ,9/19/2023 7:43,0.54,HQ_20230919_EMP019
EMP030,7:30,DEPT3,HQ,9/19/2023 7:33,0.47,HQ_20230919_EMP030
EMP004,7:30,DEPT1,HQ,9/19/2023 7:34,0.53,HQ_20230919_EMP004
EMP028,7:30,DEPT2,HQ,9/19/2023 7:44,0.51,HQ_20230919_EMP028
EMP014,7:30,DEPT4,HQ,9/19/2023 7:40,0.57,HQ_20230919_EMP014
EMP017,7:30,DEPT4,HQ,9/19/2023 7:37,0.53,HQ_20230919_EMP017
EMP007,7:30,DEPT4,HQ,9/19/2023 7:40,0.47,HQ_20230919_EMP007
EMP003,7:30,DEPT3,HQ,9/19/2023 7:45,0.55,HQ_20230919_EMP003
EMP009,7:30,DEPT3,HQ,9/19/2023 7:40,0.57,HQ_20230919_EMP009
EMP025,7:30,DEPT2,HQ,9/19/2023 7:35,0.6,HQ_20230919_EMP025
EMP005,7:30,DEPT3,HQ,9/19/2023 7:44,0.55,HQ_20230919_EMP005
EMP029,7:30,DEPT2,HQ,9/19/2023 7:46,0.57,HQ_20230919_EMP029
EMP002,7:30,DEPT4,HQ,9/19/2023 7:41,0.56,HQ_20230919_EMP002
EMP022,7:30,DEPT4,HQ,9/19/2023 7:52,0.46,HQ_20230919_EMP022
EMP023,7:30,DEPT4,HQ,9/19/2023 7:45,0.55,HQ_20230919_EMP023
EMP006,7:30,DEPT4,HQ,9/19/2023 7:45,0.52,HQ_20230919_EMP006
EMP020,7:30,DEPT4,HQ,9/19/2023 7:48,0.54,HQ_20230919_EMP020
EMP001,7:30,DEPT4,HQ,9/19/2023 7:48,0.52,HQ_20230919_EMP001
EMP027,7:30,DEPT4,HQ,9/19/2023 7:44,0.49,HQ_20230919_EMP027
EMP039,8:30,DEPT3,HQ,9/19/2023 8:08,0.55,HQ_20230919_EMP039
EMP082,8:30,DEPT3,HQ,9/19/2023 8:25,0.52,HQ_20230919_EMP082
EMP074,8:30,DEPT4,HQ,9/19/2023 8:13,0.48,HQ_20230919_EMP074
EMP077,8:30,DEPT4,HQ,9/19/2023 8:26,0.51,HQ_20230919_EMP077
EMP089,8:30,DEPT4,HQ,9/19/2023 8:23,0.55,HQ_20230919_EMP089
EMP098,8:30,DEPT4,HQ,9/19/2023 8:22,0.55,HQ_20230919_EMP098
EMP075,8:30,DEPT4,HQ,9/19/2023 8:25,0.57,HQ_20230919_EMP075
EMP078,8:30,DEPT4,HQ,9/19/2023 8:30,0.52,HQ_20230919_EMP078
EMP063,8:30,DEPT3,HQ,9/19/2023 8:33,0.52,HQ_20230919_EMP063
EMP056,8:30,DEPT2,HQ,9/19/2023 8:22,0.5,HQ_20230919_EMP056
EMP096,8:30,DEPT4,HQ,9/19/2023 8:26,0.55,HQ_20230919_EMP096
EMP099,8:30,DEPT3,HQ,9/19/2023 8:27,0.6,HQ_20230919_EMP099
EMP068,8:30,DEPT3,HQ,9/19/2023 8:22,0.52,HQ_20230919_EMP068
EMP052,8:30,DEPT4,HQ,9/19/2023 8:22,0.5,HQ_20230919_EMP052
EMP045,8:30,DEPT4,HQ,9/19/2023 8:30,0.54,HQ_20230919_EMP045
EMP130,8:30,DEPT4,HQ,9/19/2023 8:27,0.47,HQ_20230919_EMP130
EMP127,8:30,DEPT3,HQ,9/19/2023 8:34,0.53,HQ_20230919_EMP127
EMP054,8:30,DEPT4,HQ,9/19/2023 8:39,0.51,HQ_20230919_EMP054
EMP050,8:30,DEPT3,HQ,9/19/2023 8:35,0.57,HQ_20230919_EMP050
EMP061,8:30,DEPT4,HQ,9/19/2023 8:32,0.53,HQ_20230919_EMP061
EMP111,8:30,DEPT4,HQ,9/19/2023 8:32,0.47,HQ_20230919_EMP111
EMP122,8:30,DEPT4,HQ,9/19/2023 8:30,0.55,HQ_20230919_EMP122
EMP086,8:30,DEPT3,HQ,9/19/2023 8:35,0.57,HQ_20230919_EMP086
EMP115,8:30,DEPT3,HQ,9/19/2023 8:31,0.6,HQ_20230919_EMP115
EMP118,8:30,DEPT4,HQ,9/19/2023 8:34,0.55,HQ_20230919_EMP118
EMP120,8:30,DEPT3,HQ,9/19/2023 8:27,0.57,HQ_20230919_EMP120
EMP088,8:30,DEPT1,HQ,9/19/2023 8:36,0.56,HQ_20230919_EMP088
EMP033,8:30,DEPT4,HQ,9/19/2023 8:32,0.46,HQ_20230919_EMP033
EMP044,8:30,DEPT3,HQ,9/19/2023 8:28,0.55,HQ_20230919_EMP044
EMP038,8:30,DEPT4,HQ,9/19/2023 8:35,0.52,HQ_20230919_EMP038
EMP053,8:30,DEPT4,HQ,9/19/2023 8:41,0.54,HQ_20230919_EMP053
EMP092,8:30,DEPT4,HQ,9/19/2023 8:27,0.52,HQ_20230919_EMP092
EMP055,8:30,DEPT2,HQ,9/19/2023 8:28,0.49,HQ_20230919_EMP055
EMP119,8:30,DEPT4,HQ,9/19/2023 8:43,0.55,HQ_20230919_EMP119
EMP128,8:30,DEPT4,HQ,9/19/2023 8:41,0.52,HQ_20230919_EMP128
EMP040,8:30,DEPT4,HQ,9/19/2023 8:32,0.52,HQ_20230919_EMP040
EMP104,8:30,DEPT4,HQ,9/19/2023 8:31,0.5,HQ_20230919_EMP104
EMP037,8:30,DEPT4,HQ,9/19/2023 8:42,0.55,HQ_20230919_EMP037
EMP123,8:30,DEPT4,HQ,9/19/2023 8:32,0.6,HQ_20230919_EMP123
EMP066,8:30,DEPT1,HQ,9/19/2023 8:31,0.52,HQ_20230919_EMP066
EMP057,8:30,DEPT3,HQ,9/19/2023 8:40,0.5,HQ_20230919_EMP057
EMP049,8:30,DEPT1,HQ,9/19/2023 8:40,0.54,HQ_20230919_EMP049
EMP117,8:30,DEPT3,HQ,9/19/2023 8:31,0.47,HQ_20230919_EMP117
EMP129,8:30,DEPT1,HQ,9/19/2023 8:30,0.53,HQ_20230919_EMP129
EMP083,8:30,DEPT3,HQ,9/19/2023 8:32,0.51,HQ_20230919_EMP083
EMP041,8:30,DEPT4,HQ,9/19/2023 8:42,0.57,HQ_20230919_EMP041
EMP134,8:30,DEPT3,HQ,9/19/2023 8:43,0.53,HQ_20230919_EMP134
EMP100,8:30,DEPT1,HQ,9/19/2023 8:41,0.47,HQ_20230919_EMP100
EMP058,8:30,DEPT3,HQ,9/19/2023 8:39,0.55,HQ_20230919_EMP058
EMP036,8:30,DEPT4,HQ,9/19/2023 8:35,0.51,HQ_20230919_EMP036
EMP046,8:30,DEPT3,HQ,9/19/2023 8:45,0.55,HQ_20230919_EMP046
EMP121,8:30,DEPT4,HQ,9/19/2023 8:37,0.55,HQ_20230919_EMP121
EMP103,8:30,DEPT4,HQ,9/19/2023 8:32,0.57,HQ_20230919_EMP103
EMP069,8:30,DEPT4,HQ,9/19/2023 8:37,0.52,HQ_20230919_EMP069
EMP091,8:30,DEPT4,HQ,9/19/2023 8:34,0.52,HQ_20230919_EMP091
EMP062,8:30,DEPT4,HQ,9/19/2023 8:46,0.5,HQ_20230919_EMP062
EMP124,8:30,DEPT4,HQ,9/19/2023 8:47,0.55,HQ_20230919_EMP124
EMP112,8:30,DEPT2,HQ,9/19/2023 8:42,0.6,HQ_20230919_EMP112
EMP125,8:30,DEPT3,HQ,9/19/2023 8:41,0.52,HQ_20230919_EMP125
EMP109,8:30,DEPT3,HQ,9/19/2023 8:39,0.5,HQ_20230919_EMP109
EMP043,8:30,DEPT4,HQ,9/19/2023 8:40,0.54,HQ_20230919_EMP043
EMP070,8:30,DEPT2,HQ,9/19/2023 8:35,0.47,HQ_20230919_EMP070
EMP101,8:30,DEPT1,HQ,9/19/2023 8:36,0.53,HQ_20230919_EMP101
EMP034,8:30,DEPT3,HQ,9/19/2023 8:39,0.51,HQ_20230919_EMP034
EMP064,8:30,DEPT3,HQ,9/19/2023 8:44,0.57,HQ_20230919_EMP064
EMP073,8:30,DEPT1,HQ,9/19/2023 8:48,0.53,HQ_20230919_EMP073
EMP107,8:30,DEPT3,HQ,9/19/2023 8:34,0.47,HQ_20230919_EMP107
EMP071,8:30,DEPT4,HQ,9/19/2023 8:36,0.55,HQ_20230919_EMP071
EMP042,8:30,DEPT1,HQ,9/19/2023 8:40,0.57,HQ_20230919_EMP042
EMP110,8:30,DEPT2,HQ,9/19/2023 8:38,0.6,HQ_20230919_EMP110
EMP105,8:30,DEPT4,HQ,9/19/2023 8:43,0.55,HQ_20230919_EMP105
EMP087,8:30,DEPT4,HQ,9/19/2023 8:39,0.57,HQ_20230919_EMP087
EMP035,8:30,DEPT2,HQ,9/19/2023 8:37,0.56,HQ_20230919_EMP035
EMP065,8:30,DEPT3,HQ,9/19/2023 8:42,0.46,HQ_20230919_EMP065
EMP093,8:30,DEPT4,HQ,9/19/2023 8:43,0.55,HQ_20230919_EMP093
EMP126,8:30,DEPT4,HQ,9/19/2023 8:41,0.52,HQ_20230919_EMP126
EMP084,8:30,DEPT4,HQ,9/19/2023 8:43,0.54,HQ_20230919_EMP084
EMP097,8:30,DEPT1,HQ,9/19/2023 8:42,0.52,HQ_20230919_EMP097
EMP136,8:30,DEPT4,HQ,9/19/2023 8:47,0.49,HQ_20230919_EMP136
EMP133,8:30,DEPT2,HQ,9/19/2023 8:42,0.55,HQ_20230919_EMP133
EMP081,8:30,DEPT3,HQ,9/19/2023 8:42,0.52,HQ_20230919_EMP081
EMP051,8:30,DEPT3,HQ,9/19/2023 8:53,0.52,HQ_20230919_EMP051
EMP135,8:30,DEPT1,HQ,9/19/2023 8:43,0.5,HQ_20230919_EMP135
EMP114,8:30,DEPT4,HQ,9/19/2023 8:40,0.55,HQ_20230919_EMP114
EMP131,8:30,DEPT3,HQ,9/19/2023 8:43,0.6,HQ_20230919_EMP131
EMP079,8:30,DEPT4,HQ,9/19/2023 8:47,0.52,HQ_20230919_EMP079
EMP108,8:30,DEPT4,HQ,9/19/2023 8:48,0.5,HQ_20230919_EMP108
EMP059,8:30,DEPT4,HQ,9/19/2023 8:46,0.54,HQ_20230919_EMP059
EMP106,8:30,DEPT3,HQ,9/19/2023 8:40,0.47,HQ_20230919_EMP106
EMP132,8:30,DEPT2,HQ,9/19/2023 8:53,0.53,HQ_20230919_EMP132
EMP060,8:30,DEPT4,HQ,9/19/2023 8:42,0.51,HQ_20230919_EMP060
EMP102,8:30,DEPT4,HQ,9/19/2023 8:49,0.57,HQ_20230919_EMP102
EMP085,8:30,DEPT2,HQ,9/19/2023 8:48,0.5,HQ_20230919_EMP085
EMP095,8:30,DEPT4,HQ,9/19/2023 8:52,0.54,HQ_20230919_EMP095
EMP090,8:30,DEPT4,HQ,9/19/2023 8:49,0.47,HQ_20230919_EMP090
EMP116,8:30,DEPT4,HQ,9/19/2023 8:45,0.53,HQ_20230919_EMP116
EMP047,8:30,DEPT4,HQ,9/19/2023 8:55,0.51,HQ_20230919_EMP047
EMP067,8:30,DEPT3,HQ,9/19/2023 8:53,0.57,HQ_20230919_EMP067
EMP076,8:30,DEPT2,HQ,9/19/2023 8:59,0.53,HQ_20230919_EMP076
EMP072,8:30,DEPT2,HQ,9/19/2023 9:04,0.47,HQ_20230919_EMP072
EMP094,8:30,DEPT3,HQ,9/19/2023 8:53,0.55,HQ_20230919_EMP094
EMP080,8:30,DEPT4,HQ,9/19/2023 9:06,0.51,HQ_20230919_EMP080
EMP048,8:30,DEPT4,HQ,9/19/2023 9:05,0.55,HQ_20230919_EMP048
EMP113,8:30,DEPT4,HQ,9/19/2023 9:10,0.55,HQ_20230919_EMP113
EMP150,9:30,DEPT4,HQ,9/19/2023 9:30,0.57,HQ_20230919_EMP150
EMP171,9:30,DEPT4,HQ,9/19/2023 9:22,0.52,HQ_20230919_EMP171
EMP164,9:30,DEPT4,HQ,9/19/2023 9:19,0.52,HQ_20230919_EMP164
EMP179,9:30,DEPT4,HQ,9/19/2023 9:27,0.5,HQ_20230919_EMP179
EMP156,9:30,DEPT4,HQ,9/19/2023 9:21,0.55,HQ_20230919_EMP156
EMP160,9:30,DEPT3,HQ,9/19/2023 9:20,0.6,HQ_20230919_EMP160
EMP138,9:30,DEPT1,HQ,9/19/2023 9:30,0.52,HQ_20230919_EMP138
EMP194,9:30,DEPT1,HQ,9/19/2023 9:34,0.5,HQ_20230919_EMP194
EMP178,9:30,DEPT4,HQ,9/19/2023 9:20,0.54,HQ_20230919_EMP178
EMP143,9:30,DEPT4,HQ,9/19/2023 9:27,0.47,HQ_20230919_EMP143
EMP199,9:30,DEPT1,HQ,9/19/2023 9:28,0.53,HQ_20230919_EMP199
EMP189,9:30,DEPT4,HQ,9/19/2023 9:23,0.51,HQ_20230919_EMP189
EMP175,9:30,DEPT2,HQ,9/19/2023 9:32,0.57,HQ_20230919_EMP175
EMP153,9:30,DEPT3,HQ,9/19/2023 9:22,0.53,HQ_20230919_EMP153
EMP174,9:30,DEPT4,HQ,9/19/2023 9:24,0.47,HQ_20230919_EMP174
EMP166,9:30,DEPT4,HQ,9/19/2023 9:30,0.55,HQ_20230919_EMP166
EMP159,9:30,DEPT2,HQ,9/19/2023 9:36,0.57,HQ_20230919_EMP159
EMP196,9:30,DEPT1,HQ,9/19/2023 9:29,0.6,HQ_20230919_EMP196
EMP187,9:30,DEPT4,HQ,9/19/2023 9:28,0.55,HQ_20230919_EMP187
EMP165,9:30,DEPT4,HQ,9/19/2023 9:26,0.57,HQ_20230919_EMP165
EMP141,9:30,DEPT1,HQ,9/19/2023 9:34,0.56,HQ_20230919_EMP141
EMP193,9:30,DEPT3,HQ,9/19/2023 9:28,0.46,HQ_20230919_EMP193
EMP186,9:30,DEPT3,HQ,9/19/2023 9:26,0.55,HQ_20230919_EMP186
EMP200,9:30,DEPT4,HQ,9/19/2023 9:28,0.52,HQ_20230919_EMP200
EMP161,9:30,DEPT4,HQ,9/19/2023 9:37,0.54,HQ_20230919_EMP161
EMP176,9:30,DEPT1,HQ,9/19/2023 9:43,0.52,HQ_20230919_EMP176
EMP167,9:30,DEPT2,HQ,9/19/2023 9:35,0.49,HQ_20230919_EMP167
EMP146,9:30,DEPT4,HQ,9/19/2023 9:40,0.55,HQ_20230919_EMP146
